"empl_ind_construction_%","agri_gross_value_livestock_m$","indstry_bus_trnsprt_pst_wrhsng_cnt","indstry_bus_prof_sci_tech_cnt","vhcl_light_rigid_truck","insolv_tot_debator_entr_bus_rel_per_insolv","agri_meat_chiecken_cnt","agri_broadacre_tot_area","bus_exit_20_plus_emply_cnt","year","vhcl_non_freight_truck","bus_exit_no_emply_cnt","empl_ind_admin_safety_%","fuel_type_diesel","bus_no_emply_cnt","bld_app_priv_dwl_exc_hs_cnt","sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income","empl_ind_mnfctrng_%","res_prop_att_dwl_trnsfrs_cnt","indstry_bus_construction_cnt","vhcl_reg_over_10_yrs","vhcl_light_commercial","indstry_bus_mining_cnt","vhcl_heavy_rigid_truck","occ_debtor_service_worker","fuel_type_electric","vhcl_tot","p_t_trdmrk_apps_cnt","indstry_bus_hlth_soc_ass_cnt","indstry_bus_art_rec_cnt","agri_meat_cattle_cnt","empl_ind_admin_supp_%","bld_app_tot_priv_dwl_val_aud","bus_exit_5_19_emply_cnt","indstry_bus_admin_supp_cnt","bld_app_tot_non_res_bld_val_aud","occ_debtor_technician_trade","indstry_bus_retail_trd_cnt","vhcl_reg_less_than_5_yrs","vhcl_campervans","bld_app_tot_priv_dwl_cnt","indstry_bus_financ_insur_cnt","agri_gross_value_agri_production_m$","empl_ind_whlsle_trd_%","indstry_bus_accom_food_cnt","bld_app_priv_hse_cnt","fuel_type_petrol","vhcl_passenger","occ_debtor_professional","indstry_bus_tot_cnt","empl_ind_oth_serv_%","bld_app_priv_hse_val_aud","sel_cause_bus_rel_insolv_caused_by_economic","bld_app_priv_dwl_exc_hs_val_aud","indstry_bus_current_unkwn_cnt","indstry_bus_whlsle_trd_cnt","tourist_accom_over_15_rooms","bus_entr_tot_cnt","agri_area_holding","empl_ind_mining_%","occ_debtor_other_unkwn","empl_ind_edu_train_%","agri_veg_human_consumption","bus_entr_no_emply_cnt","bus_20_plus_emply_cnt","indstry_bus_ag_frst_fsh_cnt","indstry_bus_oth_serv_cnt","p_t_patent_apps_cnt","indstry_bus_rent_rl_est_cnt","indstry_bus_infomedia_telecom_cnt","bus_entr_5_19_emply_cnt","bld_app_tot_res_bld_val_aud","occ_debtor_sales_worker","indstry_bus_mnfctrng_cnt","bus_entr_20_plus_emply_cnt","indstry_bus_edu_train_cnt","sa3_code16","agri_gross_value_crops_m$","res_prop_att_dwl_med_sal_prc_aud","empl_ind_hlth_soc_assist_%","agri_fruit_nut_orchard_tree","occ_debtor_machinery_op_driver","vhcl_motorcycles","empl_ind_ag_frst_fsh_%","empl_tot","bus_tot_cnt","agri_dairy_cattle_cnt","occ_debtor_labourer","bld_app_tot_dwl_cnt","empl_ind_prof_sci_tech_cnt_%","agri_sheep_cnt","bus_5_19_emply_cnt","empl_ind_retail_trd_%","fuel_type_lpg_dual_other","insolv_tot_debator_entr_per_insolv","bus_entr_1_4_emply_cnt","occ_debtor_clerical_admin","empl_ind_trnsprt_pst_wrhsng_%","sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use","empl_ind_elc_gs_wtr_wst_%","res_prop_hse_med_sal_prc_aud","empl_ind_rent_rl_est_%","agri_pig_cnt","vhcl_buses","insolv_tot_debator_entr_non_bus_rel_per_insolv","bus_exit_tot_cnt","empl_ind_financ_insur_%","indstry_bus_elc_gs_wtr_wst_cnt","bld_app_tot_bld_val_aud","res_prop_hse_trnsfs_cnt","vhcl_reg_5_to_10","bus_1_4_emply_cnt","empl_ind_accom_food_%","empl_ind_art_rec_%","occ_debtor_manager","bus_exit_1_4_emply_cnt","indstry_bus_pub_admin_safety_cnt","vhcl_articulated_truck","sa3_name16","empl_ind_infomedia_telecom_%"
"null","null","248","422","318","17","null","null","9",2015,"11","372","null","9309","2295","7","26","null","535.0","880","18936","8161","17","472","15","null","40722","48","237","45","null","null","158.0","22","197","15.0","13","203","9233","154","508","254","null","null","200","501","31154","28684","9","3787","null","157.0","5","2.0","33","70","30","491","null","null","9","null","null","322","67","143","160","11","436","47","10","165.0","8","126","null","55",30601,"null","251000.0","null","null","null","2557","null","null","3787","null","10","508","null","null","343","null","298","88","158","9","null","24","null","445000.0","null","null","312","71","497","null","9","180.0","1001.0","12357","1079","null","null","10","102","4","53","Cairns  North","null"
"null","null","692","831","677","34","null","null","17",2015,"59","794","null","19007","5147","33","61","null","1070.0","1515","35726","17140","33","1196","28","5","75811","175","500","114","null","null","96.0","57","411","112.0","28","615","16758","261","298","709","null","null","520","265","56476","51253","13","9045","null","89.0","15","7.0","106","248","73","1089","null","null","15","null","null","719","293","385","548","10","1224","59","47","113.0","19","353","5","131",30602,"null","198000.0","null","null","20","4402","null","null","9045","null","26","315","null","null","1132","null","501","195","321","32","null","48","null","363000.0","null","null","664","161","1085","null","21","224.0","1623.0","22894","2471","null","null","14","219","31","159","Cairns  South","null"
"null","null","176","143","290","11","null","null","4",2015,"34","314","null","11376","2338","7","21","null","82.0","551","14163","8575","22","902","9","3","27584","30","83","29","null","null","31.0","20","117","14.0","4","190","5545","103","104","130","null","null","151","97","16618","15562","null","3678","null","30.0","null","1.0","46","66","10","331","null","null","10","null","null","236","110","1355","162","4","317","14","13","35.0","null","111","3","29",30603,"null","125000.0","null","null","7","1434","null","null","3678","null","18","104","null","null","363","null","159","63","84","5","null","16","null","260000.0","null","null","357","52","408","null","12","49.0","325.0","7741","865","null","null","4","72","3","327","Innisfail  Cassowary Coast","null"
"null","null","85","88","89","9","null","null","3",2015,"5","127","null","3127","817","1","6","null","262.0","219","5169","2417","null","159","5","null","9574","20","46","18","null","null","43.0","11","75","12.0","6","96","1677","33","100","61","null","null","141","99","6451","6052","null","1375","null","38.0","null","5.0","10","14","53","148","null","null","8","null","null","96","39","187","52","7","210","12","5","40.0","null","44","null","19",30604,"null","230250.0","null","null","null","609","null","null","1375","null","null","100","null","null","166","null","79","29","44","null","null","6","null","375000.0","null","null","177","20","175","null","null","52.0","202.0","2665","355","null","null","null","34","3","33","Port Douglas  Daintree","null"
"null","null","200","217","429","10","null","null","6",2015,"28","315","null","12903","2527","16","21","null","51.0","695","20224","10506","52","1026","12","null","35500","39","124","46","null","null","51.0","16","109","20.0","9","266","6118","208","202","171","null","null","148","186","22708","20684","null","4090","null","49.0","null","2.0","27","88","8","356","null","null","7","null","null","237","103","1088","201","3","398","12","10","58.0","null","182","3","34",30605,"null","210000.0","null","null","13","2091","null","null","4090","null","null","214","null","null","426","null","248","53","104","null","null","12","null","332000.0","null","null","314","43","418","null","18","78.0","547.0","8832","1034","null","null","null","84","9","214","Tablelands (East)  Kuranda","null"
"null","null","424","217","604","5","null","null","5",2015,"89","611","null","25056","5355","54","12","null","35.0","813","23247","17874","43","2772","8","null","46406","17","123","28","null","null","61.0","22","115","113.0","3","326","11019","147","198","272","null","null","192","144","22243","21271","null","7959","null","49.0","null","13.0","93","141","44","675","null","null","10","null","null","472","144","4048","260","null","596","12","26","65.0","7","187","4","35",30701,"null","330000.0","null","null","8","1731","null","null","7959","null","8","201","null","null","654","null","314","54","177","8","null","17","null","275000.0","null","null","288","49","738","null","24","179.0","391.0","11880","1811","null","null","null","100","13","1630","Darling Downs (West)  Maranoa","null"
"null","null","366","219","446","11","null","null","3",2015,"61","417","null","16251","3977","8","18","null","24.0","568","21325","12791","24","2009","9","3","40047","47","88","30","null","null","40.0","17","83","90.0","5","227","8365","165","135","220","null","null","108","127","24306","21493","4","5736","null","39.0","7","1.0","42","123","15","432","null","null","5","null","null","295","110","2712","214","6","450","11","18","44.0","4","208","3","20",30702,"null","217500.0","null","null","14","1831","null","null","5736","null","13","135","null","null","427","null","398","62","111","null","null","12","null","260000.0","null","null","178","51","516","null","7","133.0","498.0","10021","1217","null","null","null","81","11","1073","Darling Downs  East","null"
"null","null","255","195","411","11","null","null","null",2015,"46","350","null","12532","3350","20","17","null","33.0","573","21383","10913","17","1492","12","null","37396","22","97","45","null","null","41.0","23","99","19.0","9","237","6791","203","177","209","null","null","163","157","25002","21840","null","4892","null","38.0","null","3.0","35","114","18","394","null","null","7","null","null","272","114","2071","198","8","347","13","24","42.0","7","174","3","26",30703,"null","228000.0","null","null","4","1694","null","null","4892","null","9","177","null","null","372","null","434","54","98","null","null","12","null","250000.0","null","null","208","43","433","null","8","60.0","594.0","8913","1057","null","null","3","61","8","589","Granite Belt","null"
"null","null","118","140","358","11","null","null","3",2015,"38","270","null","12659","2006","6","18","null","21.0","431","11797","8723","71","1205","9","null","27358","13","55","15","null","null","16.0","12","88","15.0","12","136","7151","59","44","114","null","null","99","38","15055","14910","null","3182","null","15.0","null","1.0","33","44","20","312","null","null","3","null","null","208","68","1175","222","5","308","null","11","18.0","null","84","3","34",30801,"null","270000.0","null","null","15","1424","null","null","3182","null","8","44","null","null","321","null","165","65","85","null","null","17","null","244000.0","null","null","182","54","360","null","4","33.0","176.0","8244","790","null","null","5","74","9","459","Central Highlands (Qld)","null"
"null","null","588","583","936","42","null","null","9",2015,"127","729","null","27855","4673","114","95","null","247.0","1551","44788","23605","65","2318","25","null","93435","89","411","72","null","null","183.0","58","281","114.0","45","475","21334","334","638","473","null","null","346","524","65296","60354","16","7907","null","160.0","22","23.0","71","144","51","938","null","null","25","null","null","612","225","1145","499","16","779","28","42","194.0","15","232","9","112",30803,"null","335000.0","null","null","29","4765","null","null","7907","null","45","639","null","null","908","null","808","244","287","27","null","53","null","330000.0","null","null","459","202","998","null","28","309.0","1434.0","26736","2096","null","null","17","200","17","537","Rockhampton","null"
"null","null","90","41","175","5","null","null","null",2015,"24","193","null","6769","1934","2","10","null","null","196","7038","4550","11","809","3","null","14070","8","32","19","null","null","9.0","6","30","18.0","4","80","3027","52","30","121","null","null","55","28","7542","7388","null","2571","null","9.0","null","null","7","29","10","194","null","null","4","null","null","139","29","1556","89","null","128","null","3","11.0","null","45","null","9",30804,"null","null","null","null","5","783","null","null","2571","null","6","30","null","null","146","null","94","29","49","null","null","7","null","null","null","null","88","24","241","null","16","29.0","null","3934","463","null","null","3","44","3","201","Biloela","null"
"null","null","289","343","517","20","null","null","4",2015,"30","388","null","18386","2396","16","40","null","null","769","24574","15205","22","1176","12","null","56828","31","171","34","null","null","61.0","28","133","36.0","17","240","15323","181","202","206","null","null","181","186","38421","34455","7","4022","null","57.0","8","3.0","40","67","38","509","null","null","16","null","null","351","126","637","219","5","458","13","23","71.0","9","149","5","41",30805,"null","null","null","null","18","4805","null","null","4022","null","21","212","null","null","454","null","491","117","130","7","null","28","null","null","null","null","256","97","533","null","12","107.0","null","16585","1045","null","null","9","108","8","203","Gladstone","null"
"null","null","319","1007","350","24","null","null","15",2015,"37","917","null","8049","5226","45","27","null","1710.0","1542","24339","7987","18","513","13","3","52623","450","464","134","null","null","55.0","47","363","75.0","14","599","12008","205","92","774","null","null","431","47","43932","40711","6","8456","null","41.0","13","14.0","115","350","48","1282","null","null","10","null","null","891","200","73","370","12","1288","82","34","60.0","15","375","4","111",30901,"null","385000.0","null","null","7","2591","null","null","8456","null","7","92","null","null","831","null","615","94","357","11","null","15","null","730000.0","null","null","184","70","1204","null","16","135.0","882.0","15990","2197","null","null","11","230","32","45","Broadbeach  Burleigh","null"
"null","null","211","535","296","27","null","null","3",2015,"16","543","null","7194","2974","105","26","null","1044.0","1039","23714","7364","14","346","14","3","46546","136","367","108","null","null","56.0","23","180","44.0","17","292","9042","245","168","372","null","null","222","63","38937","35788","10","4803","null","33.0","12","23.0","56","154","20","702","null","null","8","null","null","510","104","61","218","21","587","47","16","61.0","10","227","null","83",30902,"null","380000.0","null","null","10","2265","null","null","4803","null","5","178","null","null","418","null","583","100","174","11","null","27","null","570000.0","null","null","151","73","699","null","11","105.0","728.0","13505","1304","null","null","15","127","20","75","Coolangatta","null"
"null","null","318","686","374","34","null","null","5",2015,"33","732","null","7618","3794","201","22","null","1716.0","1045","24393","6894","7","440","16","null","52235","398","243","73","null","null","73.0","32","247","33.0","18","420","12237","224","296","515","null","null","264","95","43830","41460","12","5786","null","37.0","16","36.0","89","248","6","901","null","null","14","null","null","635","99","56","275","29","870","53","21","76.0","13","292","3","69",30903,"null","355000.0","null","null","15","2340","null","null","5786","null","19","296","null","null","447","null","697","142","241","19","null","35","null","575000.0","null","null","377","108","941","null","20","109.0","831.0","15294","1447","null","null","16","167","26","93","Gold Coast  North","null"
"null","null","90","215","167","12","null","null","null",2015,"10","223","null","3519","1193","2","6","null","41.0","422","8216","3139","7","268","3","3","16224","25","77","47","null","null","34.0","14","69","6.0","null","132","3222","81","91","116","null","null","105","89","12538","11453","3","1886","null","31.0","6","3.0","17","66","6","239","null","null","5","null","null","169","30","160","83","4","140","28","3","34.0","4","86","3","21",30904,"null","280000.0","null","null","null","999","null","null","1886","null","4","91","null","null","109","null","249","32","63","5","null","4","null","485000.0","null","null","59","20","284","null","8","40.0","403.0","4660","554","null","null","4","53","5","48","Gold Coast Hinterland","null"
"null","null","463","404","374","12","null","null","4",2015,"146","422","null","8597","2377","320","28","null","354.0","624","21628","6741","16","1175","10","3","48352","124","215","24","null","null","108.0","28","197","98.0","16","322","11896","104","537","211","null","null","167","217","39202","37391","5","4119","null","55.0","4","53.0","45","229","3","647","null","null","13","null","null","416","172","57","258","38","463","40","26","110.0","7","325","3","54",31001,"null","346900.0","null","null","20","1675","null","null","4119","null","13","537","null","null","472","null","561","111","199","18","null","40","null","390000.0","null","null","172","99","582","null","4","208.0","1131.0","14672","1098","null","null","9","128","12","574","Forest Lake  Oxley","null"
"null","null","465","282","651","17","null","null","3",2015,"45","475","null","16436","3456","9","34","null","29.0","744","29945","14449","13","1662","11","null","53879","39","109","63","null","null","81.0","16","112","186.0","18","219","9963","277","323","156","null","null","129","314","37184","33158","6","5047","null","80.0","9","1.0","49","129","4","542","null","null","15","null","null","358","72","1734","227","10","308","11","22","91.0","10","220","null","50",31002,"null","272500.0","null","null","21","2923","null","null","5047","null","12","323","null","null","347","null","894","111","164","7","null","30","null","317500.0","null","null","243","94","586","null","18","277.0","955.0","13540","1166","null","null","11","90","10","471","Ipswich Hinterland","null"
